[-38592.65635189],[-75241.11914435],[-65571.81211369]
[ 42533.03895556],[-89969.86891489],[-40861.8373159]
[-65816.7238109],[ 56331.17264329],[-93963.5889785]
[ 44780.10860594],[ 45818.1056749],[ 42240.75892833]
[ 22112.12135793],[ 36787.53510894],[-10955.55483167]
[ 58076.7087111],[ 81955.99046617],[-37455.99264645]
[ 74378.58890959],[ 86625.00994792],[-32248.24026918]
[-5608.57993881],[-59711.1617171],[-21723.72225168]
[ 37609.55103941],[ 20023.52406515],[-92258.62430054]
[ 78530.35607483],[ 2897.11622266],[ 40730.31044337]
[-51163.68221954],[ 79745.42685092],[ 4689.04974952]
[ 96048.58237056],[-79027.33388338],[-73575.12669315]
[-51111.37607276],[-40736.06450576],[-55830.42604594]
[ 93083.47966968],[-80772.71644143],[-13842.27372743]
[-64924.91708728],[ 87080.99238257],[ 66231.0769754]
[-14447.65553463],[ 25749.79999489],[ 50276.01282472]
[ 33820.0387699],[ 90957.78093029],[ 32478.54090933]
[-57146.55469492],[-76866.69784805],[ 85905.96687639]
[ 63153.90070334],[ 17888.93471682],[ 68346.89897126]
[ 38142.3410289],[-41981.25349754],[-52421.2131486]
[-92858.06147717],[-87510.53794658],[ 86217.25680783]
[-62691.04032936],[ 30520.42154405],[-63685.76042649]
[-35497.26382223],[-50536.4216362],[ 30737.25933273]
[-74324.27620868],[ 2627.39716718],[ 25989.76527938]
[ 47148.15969606],[ 50140.72622753],[ 62223.10786148]
[-50716.95731161],[-17481.43410329],[ 90471.2951341]
[ 4078.42604943],[ 59801.46284331],[-81431.69626947]
[-69345.3159914],[ 97222.18082132],[-37497.40514824]
[ 76226.65508763],[-97653.63901783],[-79993.14869187]
[-19169.1662421],[ 20430.99060165],[ 33680.78129233]
[ 96003.6923995],[-39261.15246598],[ 51727.87519152]
[-94105.94561233],[ 96753.44862457],[-43786.42669656]
[-93356.50787066],[ 27603.32159151],[-20296.25205262]
[ 10826.04583261],[-31545.73691226],[-12380.93135767]
[-679.46214509],[-20550.17704793],[ 12186.19442325]
[-10701.81786066],[ 74353.95692476],[-11141.95446078]
[ 7391.15353068],[-61688.60210843],[-21059.70365483]
[-44387.85843831],[-43309.69724304],[-97763.23207494]
[-4857.75284732],[-47833.05631165],[-92077.48635678]
[-91798.34920187],[-76537.36494913],[-60623.10122171]
[ 34999.01272098],[-64518.51118079],[-76590.82405793]
[-68383.50375117],[ 20985.88595067],[ 18578.13384397]
[-89609.2325701],[ 73554.70221615],[ 21062.47575294]
[ 87079.67702662],[-26724.20910671],[-87023.65544456]
[ 90222.23536397],[-27466.51615765],[-88493.54535507]
[-55484.42442355],[ 40160.23408589],[-27900.26287303]
[-16731.73860712],[-37395.07141131],[-86908.96066151]
[-74505.00546516],[-61393.8400737],[ 55321.86123225]
[-8955.98898169],[-7059.21007202],[ 19885.06139619]
[-16925.06298206],[ 17804.48480794],[ 49768.12634116]
[-71965.52237208],[-91222.46135522],[-39034.94426926]
[-14032.4852752],[-9731.11078117],[-50588.05422913]
[ 91443.29750832],[-93497.96347349],[-23769.95582571]
[ 9908.19549164],[-88570.68585187],[ 25300.44354066]
[-91163.24328747],[ 86127.51231276],[ 43083.08415005]
[ 79566.08407759],[-50041.97123445],[ 2119.98090016]
[-14400.34481542],[ 23035.97769833],[ 3839.27305043]
[-82708.8026704],[ 48614.8770041],[-71465.7155277]
[-37241.91589447],[ 28467.56809997],[ 22044.58205249]
[ 49463.41590741],[-53047.06255487],[ 72104.34334989]
[-15519.8497434],[-88094.02234128],[ 22491.41767072]
[-96917.85606446],[ 84591.83157335],[ 41790.92412441]
[-68479.896],[-20374.9255494],[-52439.90885739]
[ 25374.19792528],[-62492.11700833],[-17478.01152061]
[ 66367.81576275],[ 16186.76465849],[ 74680.2835705]
[-27153.72868903],[ 97652.6773762],[-75362.9071347]
[-76377.39078276],[-72367.40760952],[ 5146.8304483]
[ 44873.36938062],[ 71828.85712981],[-22510.69802458]
[-31802.95529151],[ 70100.68462273],[ 31891.99821229]
[ 97763.42753585],[ 60826.90397885],[ 33951.16997213]
[ 2298.73378778],[-43595.06572106],[-12359.19607127]
[ 28127.25737399],[ 38992.91255687],[ 64609.30036527]
[-61723.94044095],[-75934.35410304],[-16486.15042644]
[ 20922.51588819],[ 4335.69324574],[ 2016.10516353]
[ 63320.62359214],[ 53825.68216119],[-25495.39356882]
[-83116.83572681],[ 51227.97604032],[-40576.51473421]
[-64522.21066843],[-8786.58762821],[ 24165.66850661]
[ 23029.46385532],[ 30241.92092265],[-70284.98970577]
[-43953.05603994],[ 55830.21117053],[ 58262.79906267]
[ 85890.67709681],[ 56306.15115199],[ 79671.86143246]
[ 8582.63340748],[ 48894.83260823],[-59486.64539152]
[-98392.59117534],[-12113.87107087],[ 11651.07333731]
[ 85081.51081953],[ 11775.64137221],[-74261.51846973]
[ 83914.65009412],[-2124.97035284],[ 1480.68564865]
[ 58832.48578306],[-72151.35080488],[ 16234.92671667]
[-21867.08449601],[ 56482.58035294],[-95769.91197763]
[-3255.92533467],[-60177.26367859],[-33915.34673028]
[-12874.01023999],[ 44849.41500137],[ 90753.6442616]
[ 77837.18852219],[-66842.53924705],[ 98976.82355762]
[-1149.58792237],[-10132.48061794],[ 11580.75922]
[-1395.35411751],[ 68037.14053525],[ 38296.7214833]
[-87615.41184843],[-36474.8664023],[-95903.83974102]
[-27518.53310779],[ 84338.33488353],[-49974.38565399]
[ 95160.90909082],[-22232.2429799],[ 90325.27029497]
[-53990.41905398],[ 87945.10899504],[ 70575.73684184]
[ 70005.71475879],[ 65192.06831642],[ 92049.34160746]
[-42314.61984164],[ 35346.20426341],[-43379.33259662]
[-94410.51466171],[ 31286.0760308],[ 86896.521637]
[-632.22360891],[-46908.88641664],[-15040.98359901]
[ 69698.68025206],[-69780.62285787],[ 24689.75483258]
[ 44948.16297983],[ 47963.22497393],[ 14556.23846973]
[ 78093.32589888],[ 22793.4461937],[-88780.24377994]
[-16994.20624722],[-1166.80890204],[-36240.19097524]
[-26856.14592097],[ 45858.59851615],[-34230.5757186]
[ 97832.36477079],[ 16692.76796077],[ 68074.10222398]
[-817.10731169],[-89897.23597681],[ 1230.62348987]
[-65105.34681502],[-4818.37788694],[ 93885.93926892]
[ 3160.83669945],[-35013.55805318],[-35061.81825614]
[-34083.10741053],[ 29732.1102804],[-46361.14334281]
[ 28012.64364204],[-57694.0240859],[-4356.31344379]
[-13969.74535226],[ 96216.42782615],[ 23519.80896836]
[ 74561.52022982],[ 85435.41201599],[-15404.47000498]
[ 44194.72948027],[ 52366.91713693],[-91417.26113413]
[ 84953.99847572],[-66439.60678586],[ 97212.21656928]
[ 9774.94577053],[ 22992.07591277],[ 53881.79926287]
[ 54724.62473779],[-32533.05040377],[-71636.28086935]
[-95313.60428124],[-65310.3866116],[ 50379.79765838]
[ 55015.11879342],[ 18353.6898758],[ 7472.06414668]
[ 52497.33608327],[ 92972.55066505],[-11830.80947224]
[-56677.16129126],[-53338.2133015],[-41069.5214491]
[ 94975.46667827],[-16912.5134888],[ 62613.79810753]
[-93009.0397317],[-42895.26592516],[ 21879.28927987]
[ 68384.09059865],[-67087.15443023],[-58033.97265828]
[-65996.31046778],[-58966.48844458],[ 84854.62435933]
[ 37992.95215646],[ 15087.32139795],[-57477.47206924]
[-3666.36977195],[ 83368.10749279],[ 88208.28030069]
[-27190.32551006],[ 25069.97453752],[-35667.32538525]
[-53918.12631659],[ 26293.69757869],[-98120.465451]
[-11256.94032717],[ 83843.11287997],[ 11592.62166458]
[-11181.07368141],[ 91117.48198014],[-75486.0530525]
[-75173.26935356],[ 4398.15439342],[ 64772.89092337]
[-43911.26317542],[-89065.90025816],[ 46298.10011035]
[ 55265.66773276],[ 74910.77838424],[-7461.51233066]
[-63754.72297947],[ 49516.83264493],[-45345.62605707]
[-43438.96519332],[ 28973.7319705],[-35771.97984338]
[-30861.18054304],[ 79259.59843429],[ 91980.68437856]
[-27788.38604441],[ 21409.78288241],[-47710.41164689]
[-60643.92097051],[ 26312.50729156],[ 17374.32882367]
[ 3194.68260718],[ 56156.62328749],[-79191.26538214]
[ 43752.41076379],[ 92899.85921872],[-43875.98520299]
[-59466.58216419],[ 59720.74344857],[ 99350.35882373]
[ 75080.78687053],[ 80940.43554581],[ 68617.70930774]
[ 66904.57677491],[-78953.49656943],[-83770.79467627]
[-34169.42153541],[ 50228.47063179],[ 16965.25132093]
[ 36597.6382198],[ 19778.64594552],[ 66339.41209711]
[ 74856.87888547],[ 67009.39748388],[ 54050.21141852]
[-80624.55360281],[-71644.34811774],[ 63461.85043967]
[ 56022.96514894],[-19925.57903014],[ 92316.26541408]
[-61559.50293568],[-15427.09408406],[-62359.79334417]
[ 10537.26356284],[ 12359.87611534],[-69314.70450149]
[-68611.45480328],[-11032.91048615],[-88624.28093878]
[ 49850.81782819],[ 52598.46179113],[ 85812.4620825]
[-22623.0084902],[ 79237.46764687],[ 20527.68488615]
[-91420.82031544],[-85371.99321478],[ 21360.06381517]
[ 46726.30020402],[ 80195.76489578],[ 85145.39326587]
[ 90446.40610823],[-59575.14273856],[ 3068.84863604]
[-8192.15258031],[ 7570.57722018],[-83415.36241752]
[ 74620.84720004],[-76056.64108352],[ 18210.12502357]
[ 55080.53943626],[ 94513.03861413],[ 35799.78804476]
[ 81170.04715416],[-18316.37673669],[ 62447.62228187]
[-19882.61557689],[-44993.48600614],[-97057.56937335]
[ 95182.23928716],[-55564.72629734],[-94517.75440849]
[-51675.21331415],[ 6389.85356491],[-72962.70304833]
[-26025.37587128],[ 64076.1416804],[-19054.81463056]
[-39054.62184758],[ 88604.56681852],[-24753.49648316]
[-91828.51107395],[ 10108.65522559],[-86306.92639551]
[-18227.36019808],[ 68653.67512101],[ 23811.62720172]
[-83877.19922343],[ 39568.15223706],[-31208.92120972]
[ 74106.04820951],[-80900.84972583],[ 67595.89010896]
[ 94962.21265845],[-33918.74035461],[-63123.3566572]
[-12288.23726484],[-16055.43351077],[-6443.41364844]
[ 25591.39599848],[-65292.76049591],[-29613.75702153]
[ 93102.47196344],[ 44481.40484211],[-98529.79124213]
[-33166.4073475],[-44687.78827941],[ 23553.69774069]
[ 38687.88530611],[ 60174.2258708],[-7643.55757517]
[-24565.30739816],[ 10675.81915686],[-13543.45212441]
[ 21685.19609838],[-76867.7802892],[-70124.711022]
[ 91903.7959323],[-90173.39209071],[ 1714.54600899]
[ 174.86263249],[ 18396.82360993],[ 61297.94667512]
[ 83283.42700758],[ 84340.93572977],[-36548.54152769]
[-51211.4119079],[ 32446.59933396],[-40972.06452864]
[-4961.17816712],[-27268.05551051],[-85951.16082172]
[ 74838.31523613],[ 49591.04828223],[ 54028.00181395]
[-66265.78098034],[ 9568.95002046],[ 17371.91420561]
[ 68137.42708506],[ 43755.18229468],[ 49985.60152595]
[ 45739.59715337],[ 48358.38596739],[-33536.82788858]
[ 80011.55911751],[ 80553.65645412],[-51523.69174824]
[ 4533.49103553],[ 4504.33836375],[ 957.88596013]
[-55294.0696599],[-82169.13740839],[ 45762.49721576]
[-73431.09735099],[-26127.06698944],[-26041.55250248]
[ 36990.60731891],[ 66362.93793108],[ 60214.99779144]
[ 17964.35676786],[-51348.05557602],[-91655.42532792]
[ 59822.88331974],[-72496.32891311],[ 95031.39020599]
[ 54380.89018791],[ 66126.20689819],[-40326.02839452]
[-6975.72018851],[ 80627.56874447],[ 34441.14754391]
[ 90589.85533185],[ 82422.21931587],[ 28350.89432526]
[ 72586.41222068],[-39696.94654539],[ 97274.91057027]
[ 34416.76667674],[ 13441.06817024],[ 61264.7746133]
[-76781.88134476],[-67864.24108126],[-35306.64203242]
[ 69618.39944834],[ 43315.18223813],[-72243.65581499]
[ 50289.82447966],[ 79097.69053386],[ 91471.18414651]
[ 55206.60591664],[-72773.62921958],[-51590.30836882]
[ 35791.38387901],[ 54326.0124405],[ 32431.32625013]
[-85057.86691112],[ 41776.90246126],[ 80752.75665795]
[ 51619.47985913],[ 30580.45591718],[-38238.3241958]
[-96407.12940625],[-74329.53733785],[ 68414.77130358]
[ 34895.88410095],[-92921.43725951],[ 28642.92374716]
[ 42643.32985435],[ 7359.82612256],[ 48981.44896881]
[-33937.42738614],[ 23114.72773572],[ 33856.24689899]
[-86547.78466714],[ 79860.80994708],[ 31684.44266559]
[-94604.45604927],[-91549.14731701],[-89419.53785682]
[ 39723.93294924],[-16806.02286629],[ 48181.29488817]
[ 8578.80271223],[ 74058.47663233],[-78504.46385548]
[ 74734.97962145],[ 67889.1379477],[-52178.89092142]
[-71520.05372268],[-96706.139795],[ 60715.42995182]
[-20681.7826846],[ 88527.18849814],[ 71455.34857104]
[ 47879.02993723],[-8222.55758341],[ 47813.18544283]
[-85676.78832449],[-68870.07749936],[-41036.6038495]
[ 37132.86066477],[ 94847.95782351],[ 67545.43504252]
[-48881.0053964],[ 89866.97951913],[-232.95695223]
[ 18720.86022086],[ 80383.86200146],[-55070.00461824]
[ 81163.30545676],[ 97817.05413445],[-86741.71301817]
[-4556.02799211],[-67080.84303316],[-43953.132076]
[ 86750.45893984],[-80185.47806821],[-26759.40982312]
[-25996.94826167],[-65230.74305708],[-66960.77495501]
[-12123.13321369],[-16893.54333703],[ 52196.01967368]
[ 87715.68824915],[ 98592.31374395],[ 78055.19355604]
[ 95693.82236179],[-49424.16409247],[-32810.93905484]
[ 26113.3861123],[ 50276.80877643],[-12659.21145742]
[-8591.51800686],[-87276.73274458],[-17755.75038767]
[-74566.60235245],[ 83015.89404],[ 36593.50571779]
[-76617.56989417],[ 85657.52909851],[-97360.00282507]
[ 84824.1346485],[ 14639.81658467],[ 48400.19830803]
[ 78210.42147571],[ 46803.95088864],[ 14042.40134747]
[-83850.83253883],[ 25095.01318332],[ 47396.13549882]
[-79446.68122523],[-3045.67804187],[ 1699.50442949]
[ 394.16359388],[ 73710.72189026],[-92580.99565473]
[-41305.11331425],[-51195.19212212],[ 31097.41742686]
[ 56320.63631014],[ 77443.28342406],[ 37548.70401938]
[ 69177.34716548],[-43989.16116498],[-67175.97326507]
[-76208.96086727],[-51892.10077007],[ 83107.80600384]
[ 30790.56550107],[-31230.06574743],[ 73778.72960664]
[-73188.32969936],[-58202.5450901],[-89385.41185293]
[ 63007.69331267],[ 46706.07241618],[-38023.10382985]
[ 76620.17403488],[-26161.85149479],[-76126.14155759]
[-94939.8459126],[-31610.0697939],[ 87951.7866387]
[-25240.30887022],[-62147.01863115],[-99540.44745309]
[ 71656.46285866],[ 27129.91181618],[-6123.15000471]
[-71361.64246589],[-28641.80225415],[ 72701.28470611]
[-30465.69521073],[ 22611.16489394],[ 62904.92962204]
[-36921.0340373],[-89899.84414309],[ 31909.04379374]
[ 35712.58453682],[ 57629.04778039],[-96869.0509629]
[ 83417.01999036],[-81863.06643091],[-38887.21446004]
[-47572.277199],[ 66734.03324876],[-71103.91890837]
[ 91808.94908412],[ 235.59085719],[-50389.77177762]
[ 92565.11322672],[-77717.72620621],[-59332.03985762]
[-17618.56555054],[-11171.45603358],[-4069.36571659]
[ 14292.39417335],[-97572.36986287],[-26538.77397104]
[ 55053.6306226],[-53042.20501762],[ 81456.33033775]
[-19666.77924815],[ 4903.24238522],[-78285.75644166]
[ 17524.58903495],[-85705.22891103],[ 97141.03898142]
[ 16290.52355583],[-14309.76615783],[ 46376.03564422]
[-4310.45988947],[-72252.50294106],[ 96905.6334857]
[ 80579.12416373],[-42685.28052926],[ 69171.13881614]
[ 34341.26620283],[-10112.1200427],[ 74868.59499963]
[-74790.55641381],[ 86424.17316891],[ 43638.68950567]
[ 35532.01519975],[ 11145.96437258],[-32673.68086732]
[ 98911.95195979],[-19925.59043338],[ 76590.96471135]
[ 18910.56701529],[ 1977.7940095],[-12082.738046]
[ 95200.13332417],[ 91368.77940004],[-20007.9759116]
[ 4155.26167688],[ 77776.86364612],[-66300.99352183]
[-10684.61416301],[ 72271.59687518],[-90727.56147709]
[-9926.50398247],[-97653.79425242],[-32652.23379623]
[ 10894.05707231],[-64269.02224217],[-95397.53858167]
[-96456.52772042],[-95111.90948333],[ 77708.5605727]
[ 65988.52115656],[ 37807.37621655],[ 41235.91002688]
[-40711.02011785],[ 29134.22852177],[ 48764.6916465]
[ 8873.12722165],[-21249.91314534],[ 49331.02649708]
[-627.30827576],[-90207.46093359],[-85546.09048996]
[-47937.3021317],[-16594.41331962],[ 51594.36147309]
[ 3799.74508614],[-40016.52712496],[ 34708.64404002]
[ 73213.28485963],[ 51790.88414979],[-84643.88355402]
[-97914.50428065],[-63848.91916631],[ 33727.90613127]
[ 16913.03486746],[ 79149.80411932],[-83973.54773584]
[-53109.57896994],[-54671.0011195],[-99786.63004378]
[-52075.51530549],[-49390.07251133],[-95454.55221191]
[-9090.97473814],[-47161.77000716],[ 19023.081834]
[ 38583.77480129],[-22033.35236472],[-99053.48759366]
[-55829.20686302],[ 23734.5819537],[-1150.09492664]
[-78103.67044036],[ 90079.42984592],[ 41044.0247556]
[-40676.22121921],[-37595.88333232],[ 58551.13426873]
[ 75417.80491089],[ 37964.50083311],[ 33292.63486939]
[ 43661.20134517],[ 18025.13607191],[-99566.19910428]
[-64827.84503162],[ 48060.19760027],[ 93786.32448315]
[ 82034.57429098],[ 73452.08846637],[ 65038.11713514]
[-31666.3392857],[-88706.03319492],[-6388.15815588]
[-32550.19965816],[ 7125.19401561],[-64859.26588944]
[-94746.65324441],[ 24022.53267987],[ 47841.03355913]
[ 53801.1769732],[ 87024.11618045],[ 57837.71696298]
[ 22823.03042333],[ 72032.96009908],[ 63155.8293223]
[-9687.18282212],[-84583.83245806],[ 37181.07032236]
[-82544.81478253],[ 43605.01882564],[ 73959.14577414]
[-74325.8216342],[-46169.8176289],[ 71549.53018866]
[ 51572.65346174],[-83903.49585994],[ 60693.43687424]
[ 68623.96427407],[-33656.82670678],[-1085.44747929]
[-94561.06864056],[ 85808.98189882],[ 92242.09914934]
[-90548.8076117],[ 62382.89092412],[-68765.09751596]
[-52879.47279554],[ 61897.63671576],[ 61754.11983888]
[-21319.89872696],[-7924.39438403],[ 53491.10960584]
[-77988.81829586],[ 31618.17071741],[ 79551.84386382]
[-724.62860098],[ 63282.62941084],[-6202.87790816]
[-61446.50821031],[ 102.08187249],[-65349.1703458]
[ 38402.52641997],[-87423.27620142],[-74855.61623991]
[ 82164.36100604],[ 14832.02096157],[-42210.22077705]
[ 42914.21482421],[ 49623.57395294],[ 67092.21919949]
[ 34160.79532624],[-70986.18535869],[ 38731.77676394]
[-91774.79409466],[ 24352.46748085],[-46393.58759992]
[ 38806.20028882],[-66869.0019995],[ 37324.99842805]
[ 43890.80081006],[ 69193.69952988],[ 60375.42520884]
[ 5432.24105675],[ 26834.05668377],[-23846.44450861]
[ 75892.26528039],[-33906.47236541],[ 85831.95912224]
[-5299.57625574],[ 7741.45895675],[-90453.20417964]
[ 78048.58758135],[ 4218.25388656],[ 704.03667255]
[-10457.84904909],[ 31591.42908486],[-78100.63986312]
[ 25064.52771338],[ 49509.90582162],[ 91672.51019631]
[ 65769.0201573],[ 10164.09315881],[-57567.99168877]
[-66413.43708738],[-95769.50321237],[-30151.99533347]
[-20920.09566144],[ 13327.33700415],[-64331.15659943]
[-88688.21158542],[ 18297.50264101],[-25208.20444187]
[ 50211.65506302],[-68415.37057221],[ 44610.56057922]
[-26903.33302191],[ 96958.48631846],[ 98138.69331089]
[ 95434.09115287],[ 61640.32870053],[-39634.46225591]
[-85473.87538809],[ 72964.69051863],[ 4210.96181723]
[-56995.01405307],[-67148.29853055],[ 30629.56444321]
[-15522.20246828],[-29863.7154041],[ 69992.09012558]
[-23732.03691228],[ 36449.24050446],[ 76006.08925707]
[ 25760.2536486],[-51891.61726056],[-20992.22986512]
[-21170.66439209],[ 98742.47728295],[ 2993.12759892]
[-47131.25405773],[ 13632.31905854],[ 12531.4062551]
[-33848.54538716],[ 42200.39984873],[-89540.74904882]
[-25618.41764678],[-38218.37883223],[-9284.75351387]
[ 13007.71677565],[ 72760.66855978],[ 59793.49934241]
[-97296.57523895],[-28740.79331167],[-23457.30411023]
[ 39939.40062499],[ 16190.55611537],[ 82629.52505649]
[-82329.34597376],[-60594.23556387],[-77459.32220772]
[-18879.46168663],[ 58769.8076261],[ 78923.60674802]
[ 80747.02331757],[-59464.19828231],[ 73719.06999772]
[-32560.35037372],[ 64775.53051035],[-4569.8940956]
[-23032.88973401],[-95362.8374165],[ 64607.14679462]
[-2144.94939283],[ 88692.77932615],[ 53749.52544569]
[ 77084.74009744],[-81909.7198221],[-77279.20351899]
[ 32433.59186818],[-62583.70719878],[-48757.9333161]
[ 69167.06117021],[ 57856.04080589],[ 49346.30521873]
[-50657.08039663],[ 21233.32198176],[-98750.17062238]
[ 37200.23203597],[-27773.98021693],[ 50752.0699755]
[-90191.63645495],[-15220.02733085],[-91021.156582]
[-79887.89705314],[ 50366.62387013],[ 15738.82155578]
[ 40348.57672834],[ 86923.76412703],[ 40594.7891722]
[ 69737.64122706],[ 51319.01873188],[-27261.03681697]
[-55692.96010081],[ 70266.98586477],[ 55301.10150169]
[ 10453.32959549],[-47767.006973],[ 91425.42223081]
[-31226.41799299],[-31893.78302724],[ 72794.71869315]
[ 49822.0985557],[-27217.76366754],[ 30576.91948882]
[-22460.12777579],[ 65058.85683998],[-61174.85616921]
[ 10845.85581035],[ 36931.04310222],[ 24917.10965045]
[ 51332.8597451],[-72501.69167096],[ 70255.0564465]
[ 21940.24544],[ 97344.22598811],[-42661.76008627]
[ 76047.42610291],[-83240.01858356],[-91121.0096295]
[-28133.10363547],[ 82439.83154085],[ 35554.22705922]
[ 85777.29393487],[-22594.06862463],[-44273.19688674]
[ 70143.81593597],[ 7284.64986497],[ 31715.21782276]
[ 45448.26318605],[ 26931.56014456],[ 31050.41675459]
