[ 64752.83540698],[ 82848.72287671],[ 83090.59372433]
[ 26148.35373658],[ 29148.66653619],[ 67770.91501383]
[-25900.39247594],[-70697.16154908],[ 20257.85390376]
[ 81248.02221405],[ 58131.34808189],[-39862.80540362]
[ 44085.84507588],[-91079.73743769],[ 268.87889788]
[ 65784.39392395],[-56682.05565843],[-19508.89242385]
[ 24960.12000623],[ 90205.96592007],[-30401.79999071]
[-74707.03027937],[-33137.42888865],[-94212.64434253]
[-33203.00637314],[-62911.34971145],[-8394.26455875]
[-86212.43147899],[-91756.27112758],[-92462.36733259]
[-74131.29177953],[-33705.13962224],[-81504.00473411]
[ 11876.12087366],[-42303.59932358],[-73643.25244837]
[-98314.69465907],[ 59108.91323463],[ 97673.00974536]
[-93942.82843299],[ 8654.30076772],[ 46019.52094947]
[-41974.80027169],[-52064.45688155],[-54794.25985583]
[-69153.93324076],[-42903.38912455],[-83526.06626019]
[-75002.91759987],[-31157.97063003],[-32446.06458712]
[-26836.45913278],[ 24998.11558797],[ 98701.51634648]
[-58793.36317938],[ 40583.589194],[-16996.43374917]
[ 70076.39799031],[ 64685.7596191],[ 71055.46642734]
[-41929.0267985],[-18297.88115698],[ 34895.17137145]
[ 61320.13669449],[-41178.02653948],[-66106.32362995]
[-59466.90030569],[ 34039.74276515],[-74080.3493758]
[-1616.68913791],[-33356.11247207],[-95662.48099552]
[-28551.89984806],[ 85723.26539232],[ 88121.20489894]
[-13225.44302131],[ 87794.74196533],[-76015.745412]
[ 41122.87514954],[ 22480.25838551],[-92524.90795154]
[ 38272.05368888],[-74050.48980135],[-34487.51617381]
[ 75565.19600461],[ 39568.48847014],[-40984.5501841]
[ 53326.17257736],[-80538.91086527],[-5891.59844128]
[ 12595.9453831],[ 31407.60972513],[-19124.69012599]
[-47380.93741457],[-28529.91422879],[ 84999.86704779]
[-44902.18046247],[-22803.66773773],[ 39602.45526687]
[ 97654.39967612],[-91762.62032302],[ 54225.11370239]
[ 12040.07735735],[-38413.67479221],[-41051.55404122]
[ 37104.67897288],[ 32847.2491905],[ 44209.51621034]
[-82002.6594959],[-67458.67057593],[ 56796.34989339]
[-59588.96817644],[ 60828.05876784],[-94818.71113447]
[ 60135.09230041],[ 80809.31417866],[-58499.12327545]
[ 99617.24480659],[ 63873.77726582],[ 60808.8733492]
[-30247.4399376],[-61245.85609869],[-90038.80950908]
[-38884.52940647],[-97737.5799263],[ 40664.87133632]
[-36533.90911369],[-33818.75045247],[ 19488.39101906]
[-62558.66730545],[ 95379.29712607],[-64059.64903078]
[-82227.91604697],[-53521.9241589],[-78883.81321422]
[ 88847.46739026],[-82522.03615409],[-71666.59165188]
[ 83838.9896084],[-48402.90430417],[-78413.76516045]
[-77863.19489479],[ 27086.67404626],[-25336.61397242]
[-1335.12198912],[-60333.96256375],[ 62090.64437468]
[ 10385.25761692],[ 34454.5060091],[ 94130.0008506]
[ 82672.02441538],[-37183.34531917],[-25721.38431639]
[-89657.73041561],[ 22462.68208232],[-92877.7453685]
[-60213.14608049],[ 65804.86678195],[-4657.17044866]
[-50771.94914145],[-13394.11244125],[-68165.70672509]
[-19040.19363609],[ 12848.67016457],[ 10116.73446289]
[ 9657.45285059],[-47350.5510264],[-81181.28633391]
[ 55348.39622159],[ 13575.29396853],[ 91457.87223589]
[ 5772.55497834],[-60121.01833213],[ 26629.36675908]
[ 76694.1013681],[ 63322.65937065],[ 72903.45097408]
[ 68662.24243635],[ 64744.61682518],[ 85815.58516372]
[-69255.86077109],[ 51362.85089757],[ 24158.06472127]
[ 32392.7727294],[ 37596.77230845],[ 63856.3750591]
[-68736.42573679],[ 94966.91370206],[ 2240.75946376]
[ 61820.87942524],[-13442.27526007],[ 5725.04702461]
[-93226.73768857],[-52337.54255946],[ 49081.39118258]
[-99498.38339093],[ 33418.22976714],[ 21527.56733655]
[ 18062.50466361],[ 68647.73763339],[ 68907.94275684]
[ 61154.83597249],[ 94958.16833839],[ 18521.11409329]
[-69015.3650726],[ 65054.81799912],[-97353.15069224]
[-27572.47225273],[ 1972.5570408],[-26245.06382761]
[-59253.444034],[-63428.5636075],[ 57373.07165677]
[ 90820.5685089],[-81598.40192228],[ 58237.41141181]
[ 60828.16313036],[-25148.72893793],[-26764.68594772]
[-69658.050887],[-16687.20704594],[-65809.50210403]
[ 53772.75417814],[-89576.66327318],[ 54655.47727253]
[-25619.02335423],[ 84907.1032714],[ 30580.53467395]
[ 24334.42585579],[-36022.9170035],[ 24057.75965613]
[ 49781.05599458],[ 22186.41378617],[ 70403.5413551]
[ 62421.31753347],[-78196.32985992],[-60631.30870183]
[-75374.80525227],[ 55550.39472624],[ 17482.43615474]
[-50790.14417775],[-64830.19053609],[-33990.96374319]
[ 81145.72068496],[ 31212.58657829],[ 58446.58164571]
[-76164.15867552],[ 28895.687774],[ 38362.31922586]
[ 33178.95438175],[-73426.4237065],[-73120.77737962]
[ 38123.6462371],[ 65282.36952266],[ 35196.91608198]
[ 35778.97279056],[-61186.58606281],[-2568.83901789]
[-74494.55696199],[ 18630.705819],[ 49532.07671195]
[ 59505.78208601],[-38347.25916969],[-49648.98263201]
[-22096.89403002],[ 82549.14144148],[-51403.2768935]
[ 51385.23827893],[-7491.43376197],[ 59701.32155854]
[ 7157.74273774],[ 69236.00916775],[ 29154.99983184]
[-96814.15827212],[ 7051.80237481],[-25119.16110886]
[-56605.2593864],[-57286.43852266],[-16378.46277016]
[-54986.34595591],[ 51683.99476341],[-7964.33909449]
[ 77305.76783002],[ 95413.21163984],[-6050.75040927]
[-19705.91250033],[-30177.09538426],[-87153.47074413]
[-7704.80145483],[ 61985.71878878],[ 80980.58101897]
[-29662.06997454],[-13251.15097732],[ 19719.11123033]
[ 90461.0221639],[-97494.43596361],[ 6502.50875362]
[ 33467.69497607],[-52187.13563138],[ 4003.96293414]
[-65872.12601199],[ 77438.2630009],[ 61514.03235905]
[ 15020.05342072],[-70085.39647126],[ 35347.11468964]
[ 78346.63599627],[ 68633.15575795],[-34462.50374258]
[-90049.61158011],[-23392.81293785],[ 76614.66093479]
[-5854.58104521],[-26794.1112044],[-28071.40726717]
[-34193.72144473],[-73721.90849798],[-88956.10812678]
[-98249.60501819],[ 61477.95157415],[-17609.87315721]
[-87876.87808929],[-27930.02186519],[ 77890.25557518]
[-21667.91235589],[ 34790.50886267],[-40595.42227929]
[-76447.20200422],[ 40160.1631566],[ 50605.95442202]
[-2705.56531293],[-59854.01293555],[-15494.21224857]
[ 51449.84363203],[-56140.03414539],[-68629.78683625]
[-6151.50854305],[ 70737.03654928],[ 89700.79412305]
[ 59840.0826214],[ 22614.56481325],[ 26835.96722193]
[ 51948.35211824],[ 25503.08270002],[-69496.68771474]
[-76021.0424182],[-71665.02312018],[ 74372.6315759]
[-3095.82526106],[ 64559.08205456],[ 49748.76831751]
[-20022.03260263],[-78498.35175275],[ 46928.13458379]
[-68478.82353318],[ 98482.40578425],[ 81455.26421963]
[-81116.49971779],[ 1888.13105488],[ 13305.06136818]
[-94826.70243706],[ 13511.56366023],[ 61492.61617177]
[ 68182.20034701],[-133.5004438],[ 88374.32657228]
[ 55228.42147585],[ 84541.1578808],[-80783.42363165]
[-59018.37055004],[ 5215.29160164],[-21849.52728437]
[-27003.84140265],[ 17273.33421251],[ 38625.51139394]
[ 97115.65707081],[ 53550.85744486],[ 15555.05320547]
[ 65893.43709099],[ 21491.34336917],[ 16817.17742173]
[-41554.45438403],[ 27492.08247171],[-46472.68042605]
[-82313.80837461],[-86406.75179273],[-4352.41659461]
[-23614.41341315],[ 70798.01988666],[ 59075.52430868]
[ 12384.06214539],[-54616.03482353],[ 22249.41004417]
[ 53821.14031403],[-39832.81892601],[-62150.18365379]
[ 46315.07257793],[ 31725.15775432],[-16941.07701474]
[-38598.92354438],[-97705.50861006],[-94612.76566546]
[-83606.36943199],[ 7209.58424933],[ 69974.58030482]
[-46396.67355751],[-46707.62784963],[ 66504.30601171]
[-38509.95878297],[ 40905.0699043],[-9492.6251861]
[ 75971.38387802],[-18009.23151612],[-41843.99263623]
[-7986.23513579],[ 77253.30642009],[ 28353.40833568]
[ 18705.54798342],[-36874.02600339],[-63481.31269999]
[ 53180.32322638],[-1679.87349799],[ 47766.43536932]
[-720.37214253],[ 10884.49061398],[-38581.80173717]
[ 52351.59946033],[-15474.53000505],[-51252.64366089]
[-92092.28357992],[-75138.71544518],[-37155.07815396]
[-24420.45169483],[ 5707.95351101],[ 44859.14367028]
[-37336.93425986],[ 93791.97395998],[ 73020.25043928]
[ 85837.23247121],[ 75428.70220015],[-37837.98894809]
[-63287.21447377],[-63035.97183404],[-68528.69064941]
[-58211.47787536],[-96738.31795643],[-66711.11571936]
[-50463.20945045],[ 28793.19145412],[-44601.49375275]
[-81997.4696004],[ 1687.11039404],[ 59585.26924992]
[ 55233.60224733],[-46951.14551745],[ 95887.10403502]
[-85743.61359716],[ 4697.63170174],[-38256.39043135]
[ 35138.63769192],[-70113.36225052],[ 69331.73803682]
[ 27251.99985493],[-13491.84345037],[-76533.944601]
[ 8399.735749],[-1942.79607307],[-95788.56701891]
[ 14362.01018769],[ 35526.6574367],[-77637.45321463]
[ 69870.49538619],[ 11021.62291528],[-54992.86812845]
[ 89492.17895141],[ 18294.02447159],[-57146.04589658]
[ 92002.26844868],[ 68608.83175595],[ 18194.2482819]
[ 78472.93381682],[-37834.00132985],[-84030.09355743]
[ 61391.78789382],[ 1249.73634524],[ 81319.85739167]
[ 1168.67870393],[ 17675.07216725],[-1674.27543968]
[ 49528.70148589],[ 66609.26976558],[ 88608.46503283]
[ 47443.43102788],[-16449.29977268],[ 7452.04762787]
[-7148.96360967],[-41840.07679524],[ 15901.10328132]
[ 64543.35680145],[-95557.33842036],[-93671.28324474]
[-8780.46903885],[-21835.21595182],[ 12310.3983308]
[ 63305.54170889],[ 56600.17609154],[-32307.37562143]
[-12552.4677813],[ 33542.20569224],[ 50425.45935628]
[-70060.85565446],[-66318.84394623],[-13334.86681972]
[-74995.18626107],[ 52115.2675741],[-73115.60309103]
[ 71536.97572091],[-37605.49270596],[-12136.78776553]
[-30258.77271791],[ 29813.44317378],[-14252.445824]
[ 89478.00373349],[-62339.39914331],[-14411.62285287]
[ 59945.41321205],[-45535.35073576],[ 98792.9041233]
[ 40843.10577487],[-1863.01919112],[-68383.00879221]
[ 17233.36257791],[-20015.787933],[-70971.56959319]
[ 80784.71786114],[ 65562.32840058],[-5426.5005573]
[-40710.4823069],[-49031.20936268],[-78934.06684028]
[-60893.50398695],[ 50014.40136231],[ 81012.86406968]
[-72505.11475757],[-54538.10391024],[-34695.59815223]
[-97656.96884698],[ 67802.82506374],[ 87832.67555583]
[-38877.79836596],[ 25877.88763514],[ 36024.96171962]
[-52068.50815946],[-17282.28862033],[-44175.03828546]
[-36962.66318931],[ 54539.04192856],[-35652.70026694]
[-19469.98623352],[-19746.83060751],[ 29975.3084551]
[-47926.46006428],[ 93330.4199308],[-9691.73220781]
[ 69181.19963573],[-79391.2894713],[-24386.30186461]
[-21660.53610067],[ 66797.88844762],[ 50161.1102859]
[ 93457.71763328],[-68137.70014195],[-95383.82488363]
[ 29158.4710191],[-31659.74276453],[-17554.80883483]
[-15195.68065833],[-89465.17573708],[-40858.1142003]
[ 34604.37899785],[ 99283.51234881],[-96436.86826059]
[ 92077.0405767],[ 31219.54366806],[ 50022.70850936]
[ 31430.98053773],[ 89782.81968113],[-20734.06062284]
[ 64490.29285541],[ 1891.89363355],[-74631.08181707]
[ 77123.08590067],[ 63699.37944312],[-91482.84227216]
[-13071.70665763],[ 8869.28220976],[-25214.02177311]
[ 19581.62137514],[ 41401.04196007],[-86235.37987972]
[ 36058.48240167],[-87507.18151932],[-26171.95405392]
[ 94665.60165677],[ 48684.49727676],[ 52618.47515748]
[ 18991.39580026],[ 8778.35635194],[ 36090.44470606]
[-67825.84490467],[ 59457.32128366],[ 14283.33547447]
[ 68188.3629855],[-84522.89196268],[ 28079.34753283]
[-65825.97031593],[ 71566.33680258],[ 44818.01776]
[-83880.82226022],[-48439.62094994],[-41139.93183334]
[-4365.72859564],[ 69612.15970415],[ 70538.83742434]
[ 37332.43553953],[ 25046.08575843],[ 34904.85819284]
[-78635.29185891],[-5457.05737925],[-98770.21635776]
[-72159.8594488],[ 39000.12689012],[-86917.94454652]
[ 56210.95976329],[ 54405.90019931],[-84747.57531744]
[ 98276.68065454],[-56416.80924317],[ 4122.87389779]
[-59950.65834029],[-40670.9897289],[-35918.50726162]
[ 4514.74602736],[-35496.05311608],[-15307.25268532]
[-92643.32555171],[ 524.85954917],[ 9405.55699418]
[-99185.67370887],[-65956.94976841],[ 52496.44473876]
[-81698.21173023],[ 13347.02953048],[ 53334.48783284]
[-54584.73392404],[ 69494.70255524],[ 91977.49740338]
[-23141.64124539],[-86504.58909543],[-74432.78360641]
[-96772.9657116],[-35332.73675312],[ 5476.57373202]
[-76158.95151088],[ 44609.95724211],[ 71860.78730964]
[ 64434.38020566],[ 44697.44989896],[-62312.13265583]
[ 20738.42744855],[-44599.32073023],[ 3281.34728022]
[ 33839.03055229],[ 6413.91948063],[ 9851.28747051]
[ 85733.63680567],[-39196.91300808],[-23226.23231705]
[-30833.35635542],[ 293.17611988],[-50626.67831478]
[-48265.5753696],[ 8438.70077538],[ 20604.75758082]
[-1017.78626376],[ 21497.15021092],[ 98866.17678276]
[-4330.05094992],[ 23519.96043941],[-24120.79397571]
[-67796.10286209],[ 12038.6316487],[ 78123.02524607]
[-40507.40737626],[ 12198.00401822],[-34938.35060362]
[ 25034.86432593],[ 68744.32981826],[ 62851.44365035]
[-42276.0327689],[-93414.4110721],[ 16107.69237612]
[-56453.02118321],[-33380.57782828],[-19876.87833931]
[-79816.19607487],[-35034.96423412],[-38826.66320638]
[ 62077.16809994],[-76154.03531777],[-84592.43639788]
[ 80662.79811976],[ 77402.64708833],[-26009.11366696]
[ 28295.85365165],[ 24078.26004271],[ 50724.76732991]
[ 37716.58440409],[-62765.81928266],[-84476.88206629]
[ 70538.76936844],[ 22819.3905776],[-18826.74000011]
[ 42384.15365999],[ 26763.14378992],[ 75827.78838235]
[ 46609.85924651],[-9555.14569612],[ 17710.76200273]
[ 49749.04223563],[-18700.38217374],[ 3958.51996551]
[ 96757.80701347],[ 63408.84280809],[-24199.53983128]
[ 27963.2741938],[ 62514.74117728],[ 17500.71860745]
[-41375.70249525],[ 42464.65172308],[-95391.90033438]
[ 65327.27560613],[-27593.01559112],[ 16614.75288867]
[ 25984.81303895],[-3232.71215692],[ 53536.11955305]
[ 94337.12175299],[ 28997.38575094],[ 60315.74493119]
[ 98270.24046918],[-38147.15720264],[-78025.10647578]
[ 12898.77170918],[ 5526.93468309],[-84513.79699978]
[ 52665.98781144],[ 90057.92675332],[-89726.52040543]
[-84375.50395811],[-17923.52689581],[ 73339.55933238]
[ 49479.70820166],[ 38551.55791317],[ 61312.23576371]
[-33716.18158321],[-19191.3629646],[-3086.57571683]
[ 15720.16039559],[-26585.13741951],[ 41199.94957283]
[ 21882.64073564],[-90583.63329927],[-38108.30801076]
[ 71233.18030992],[ 50167.64895874],[ 9411.13206657]
[-28636.75752023],[ 58793.09615795],[-40261.27260886]
[ 74152.78661918],[-54084.39274792],[ 24900.50248651]
[ 53248.61840216],[-94284.91423621],[-4777.34149683]
[-58681.11818133],[ 26139.47179513],[ 98194.51030753]
[ 64851.59305361],[ 79997.80256331],[ 58115.86662299]
[ 93338.88420733],[-31090.99727632],[-38937.08495692]
[ 78139.25731597],[-98577.42659398],[ 25051.52371137]
[-53017.63848694],[-17902.55731376],[ 27440.95423319]
[ 52052.54191281],[-15696.55319862],[ 72600.90324441]
[-45016.53071472],[ 76904.13596573],[ 62151.55064739]
[ 25219.84871838],[ 74649.61078261],[ 42207.62481053]
[-62778.17887604],[-30242.73684813],[ 46323.05519684]
[-41854.33173379],[ 59552.83506246],[-7906.45372037]
[ 35252.79627129],[-26664.14762693],[ 68955.87816576]
[-12649.23274407],[ 67693.05469583],[ 66736.57930208]
[-34541.76594903],[-29545.04875092],[ 68819.05478325]
[ 48795.45333619],[ 36209.53204251],[-33079.42057784]
[-90617.94646509],[-10790.57731512],[ 67326.5635936]
[ 98929.22364538],[ 8194.73093851],[-59145.09347799]
[ 79140.42101169],[ 60919.48791479],[ 76792.14979939]
[-43726.66320354],[ 7607.09928145],[ 54114.99708916]
[-29694.76404929],[ 97169.54744472],[ 10750.54152887]
[ 29255.60162188],[ 7133.34231354],[ 16775.64989531]
[-23205.75306353],[-99875.37329475],[ 58257.87669768]
[-55817.31732289],[ 19353.91918359],[ 84371.45562333]
[-23536.55601003],[ 86683.17600403],[-94679.67512347]
[-29779.44829148],[-54996.33416939],[ 66990.61499697]
[-11422.46952278],[ 27669.21178843],[-37721.405885]
[ 87501.53694488],[-8396.32048745],[-57578.5058193]
[-41391.45063224],[-62397.82888706],[ 21153.92928383]
[ 97444.56911573],[-37610.25011132],[ 39169.30060256]
[ 76488.74602815],[ 50440.69485181],[-72677.22863544]
[ 69335.18129888],[ 4973.85983633],[ 76462.41006261]
[ 53478.75588738],[ 94944.93447698],[ 57500.39254836]
[-24385.83437594],[ 52984.01453272],[ 60622.7402437]
[ 31892.44549279],[-60298.80762536],[ 8959.19595949]
[ 96784.26369762],[ 2404.53435403],[-31200.55353503]
[ 31521.84156254],[ 94084.80729394],[ 96669.43390874]
[ 18196.54284797],[-97954.0563443],[-83248.29383609]
[-55653.4452443],[-16748.65185479],[-87386.15992398]
[ 66355.34006192],[-53118.05097727],[-60500.57548449]
[ 52404.85533825],[-56945.62443882],[-98145.60859997]
[ 73591.8029628],[-67350.98912049],[ 56317.76380644]
[ 23673.58201295],[-4137.47445923],[ 40151.35439041]
[-39257.27800672],[ 17706.09852029],[ 3617.82231196]
[-31871.6763821],[ 4617.7884984],[ 13878.42831893]
[-95227.93991874],[ 56390.02818568],[-5839.16870978]
[ 59419.24562109],[-90662.1713101],[-24619.17124943]
[-55648.61719925],[-65630.23734311],[-68222.55274895]
[ 14567.28832328],[ 8060.28752885],[ 49075.42482331]
[ 5899.5803668],[ 90706.95269522],[ 60390.22793202]
[-75383.58025409],[-93137.25227614],[-43917.70494619]
[ 20746.49475887],[ 31378.8131436],[-49623.02870936]
[ 69609.41865152],[ 51165.86836719],[-88598.9653431]
[ 58506.31123621],[-94904.17411204],[ 31306.30654722]
[-87208.71418052],[-74615.01497608],[-75815.55226318]
[-6615.97152584],[-65596.27725283],[ 70407.01622538]
[-64973.79575313],[-89064.45777574],[-41055.78510001]
[ 45119.13890886],[ 38632.39474711],[ 63115.60900036]
[ 70.61616595],[ 60320.74752517],[ 13451.10091856]
[-77077.82643114],[-25537.54213939],[ 42256.51437478]
[-21669.02037268],[-96911.57171804],[ 95554.68571512]
[-51484.1121549],[-16107.10586141],[-78381.18886118]
[-20380.86619736],[ 71113.70325565],[-96500.77980524]
[ 35369.56817736],[-24218.1316563],[-67963.41759857]
[ 29116.45211019],[-81072.47236148],[-88280.27419709]
[-72036.09323634],[ 72912.96409159],[-33849.84200914]
[-44508.38878075],[-90158.30707371],[-29541.02585534]
[ 84225.52132008],[-92866.68809323],[-91201.80669189]
[-96068.39673412],[ 76560.83709257],[-75988.90855483]
[ 86978.50359405],[-28629.1262238],[-63201.61316631]
[-34009.19159023],[-22806.31917639],[ 38814.9889499]
[ 44650.25167497],[-40174.00986362],[-91380.4831688]
[-2982.1910441],[ 90694.57521646],[ 35115.81981325]
[-45594.36717607],[ 27057.80641304],[-4922.1413129]
[ 58521.39442602],[ 30991.12339092],[-47234.21307551]
[-76922.16118292],[ 61279.80478528],[ 86488.50728302]
[-4817.98230976],[-71817.86663022],[ 4801.19341608]
[-60685.06998566],[-29763.02295941],[ 68785.87359146]
[-82240.38608862],[ 5063.69322304],[ 85649.55535513]
[ 86042.54744992],[ 56329.75193894],[ 15322.09882978]
[-73444.59905819],[ 49969.12704334],[-13928.71005925]
[-81985.4427962],[ 42251.05772159],[ 92532.41710937]
[ 29823.23488819],[ 73901.27517793],[ 47175.22053535]
[ 32625.3947196],[ 7420.35226436],[-29697.14248964]
[ 65369.54664658],[-61047.4008477],[-38567.7337937]
[ 75444.98420709],[ 37592.59826178],[ 23031.33953076]
[ 3.50964064],[-94307.17116373],[ 55537.35661023]
[ 83823.21593344],[-92871.72979735],[-51990.39848133]
[ 95286.18461125],[ 80014.04179105],[-7042.00793595]
[ 65388.31294914],[-82345.74276144],[-93967.5586458]
[-20225.84188364],[-26741.36200524],[-56539.16736439]
[-29513.86697694],[-22352.72240185],[-89713.03176613]
[-17648.43283045],[-30834.79378367],[-96984.88381074]
[ 36976.73239326],[-21210.91964131],[-13783.83838105]
[ 47000.17257453],[ 75326.73607899],[-5552.32108344]
[ 49701.69490643],[ 18647.27951876],[ 77280.81772278]
[ 99092.63046319],[-35937.22427123],[ 85428.89282351]
[-9136.16450048],[-5061.78331324],[ 55749.17173031]
[ 65927.46332518],[-77485.25571969],[ 95178.18394021]
[-77469.48116446],[ 57666.23833298],[ 35295.16693145]
[-99935.60635],[ 33948.9079277],[ 64493.68810107]
[-27294.04346638],[-96786.38077781],[-61172.06550197]
[-98965.0488771],[-47827.16215536],[-93528.82477695]
[ 31863.41299679],[ 97791.58465095],[-50111.70840454]
[ 13301.49506043],[ 76646.34709296],[ 63391.66018151]
[-6893.30282681],[-594.64963917],[ 74838.82598678]
[ 55340.33891797],[-24093.05249563],[ 26941.74649138]
[-99403.8524768],[-7367.09396022],[-27718.3633511]
[-48814.0925246],[-9637.07415507],[ 13514.99207566]
[-55224.93941452],[-52633.27574627],[-92725.84089691]
[ 32427.99220604],[ 87407.23362121],[-46357.38314861]
